,Gender2,Gender3,CountC,CountV,Start,End,start_letter,end_letter,plu_pattern,aug_vowel,source,derived_cat,semantic_cat,human,animate,semantic,sexgen
965,Masculine,Masculine,4,1,1,1,χ,s,External,A,Arabic-Assimilated,Underived,5-POLY,Y,Y,Agriculture & Vegetation,NonSpec
966,Masculine,Masculine,4,1,1,1,χ,z,External,A,Native,Underived,5-POLY,Y,Y,Possession & Trade,NonSpec
967,Masculine,Neutral,5,1,1,1,d,ʃ,Mixed,A,Native,Underived,,Y,Y,Emotion,NonSpec
968,Masculine,Masculine,4,1,1,1,d,l,External,A,Native,Underived,,N,N,Clothing & Adornment,
969,Masculine,Masculine,4,1,1,1,ʃ,m,External,A,Native,Agentives,5-POLY,Y,Y,Language & Music,NonSpec
970,Masculine,Neutral,3,2,1,0,l,i,Mixed,A,Arabic-Assimilated,Underived,,Y,Y,Religion & Beliefs,NonSpec
971,Masculine,Masculine,3,1,1,1,l,b,Mixed,A,Arabic-Assimilated,Underived,5-DIM,N,N,Dwellings & Furniture,
972,Masculine,Neutral,3,3,1,0,b,i,Mixed,A,French,Underived,,Y,Y,Social Relations,NonSpec
973,Masculine,Masculine,5,1,1,1,l,ʕ,External,A,Native,Underived,5-UNIT,N,N,Food & Drink,
974,Masculine,Neutral,4,0,1,1,l,ʃ,Mixed,A,Arabic-Assimilated,Underived,,N,N,Possession & Trade,
975,Masculine,Neutral,4,1,1,1,l,ʒ,Mixed,A,Arabic-Assimilated,Underived,,Y,Y,Religion & Beliefs,NonSpec
976,Masculine,Masculine,5,1,1,1,l,m,Mixed,A,Arabic-Assimilated,Underived,5-DIM,N,N,Body Parts & Functions,
977,Masculine,Masculine,3,1,1,1,l,s,Mixed,A,Arabic-Assimilated,Underived,5-DIM,N,N,Food & Drink,
978,Feminine,Feminine,6,2,1,0,l,a,Mixed,A,French,Underived,,N,N,Physical Acts & Materials,
979,Masculine,Masculine,4,1,1,0,l,i,Mixed,A,Arabic-Assimilated,Underived,5-DIM,N,N,Dwellings & Furniture,
980,Masculine,Masculine,5,2,1,1,l,n,External,A,Unknown,Underived,5-UNIT,N,N,Food & Drink,
981,Masculine,Neutral,5,3,1,1,l,r,Mixed,A,French,Underived,,Y,Y,Warfare & Hunting,NonSpec
982,Masculine,Neutral,5,1,1,1,l,n,Mixed,A,Arabic-Assimilated,Underived,,Y,Y,Social Relations,NonSpec
983,Masculine,Neutral,6,3,1,1,l,s,Mixed,A,Arabic-Assimilated,Underived,,Y,Y,Social Relations,NonSpec
984,Masculine,Neutral,5,2,1,1,l,n,Mixed,A,Arabic-Assimilated,Underived,,Y,Y,Social Relations,NonSpec
985,Masculine,Masculine,4,1,1,1,l,s,Mixed,A,Arabic-Assimilated,Underived,5-DIM,N,N,Food & Drink,
986,Masculine,Neutral,5,0,1,1,l,m,Mixed,A,Arabic-Assimilated,Underived,,Y,Y,Possession & Trade,NonSpec
987,Masculine,Neutral,3,1,1,0,q,i,Mixed,A,Arabic-Assimilated,Agentives,,N,Y,Food & Drink,NonSpec
988,Masculine,Neutral,2,2,1,0,ʃ,i,Mixed,A,Arabic-Assimilated,Underived,,N,Y,Physical World,NonSpec
989,Masculine,Neutral,3,2,1,0,s,i,Mixed,A,Arabic-Assimilated,Underived,,N,Y,Physical World,NonSpec
990,Masculine,Masculine,5,1,1,1,l,l,Mixed,A,Arabic-Assimilated,Underived,5-DIM,N,N,Physical Acts & Materials,
991,Masculine,Neutral,4,1,1,1,l,d,Mixed,A,Arabic-Assimilated,Underived,,Y,Y,Social Relations,NonSpec
992,Masculine,Neutral,4,2,1,0,q,i,Mixed,A,Arabic-Assimilated,Agentives,,Y,Y,Possession & Trade,NonSpec
993,Masculine,Masculine,4,1,1,1,l,m,Mixed,A,Arabic-Assimilated,Underived,5-DIM,N,N,Clothing & Adornment,
994,Masculine,Masculine,3,1,1,1,l,χ,External,A,Arabic-Assimilated,Underived,5-UNIT,N,N,Food & Drink,
995,Masculine,Masculine,5,0,1,1,ʃ,ʒ,External,A,Unknown,Underived,5-UNIT,N,N,Food & Drink,
996,Feminine,Feminine,3,1,1,1,b,t,External,A,Native,Underived,,N,N,Language & Music,
997,Feminine,Feminine,3,2,1,0,b,i,No Plural,A,Native,Action Nouns,,N,N,Social Relations,
998,Feminine,Feminine,3,1,1,0,d,a,No Plural,A,Native,Underived,,N,N,Time,
999,Masculine,Neutral,4,2,1,1,k,r,External,A,Native,Underived,,Y,Y,Body Parts & Functions,NonSpec
1000,Masculine,Masculine,4,1,1,1,l,z,External,A,French,Underived,5-UNIT,N,N,Possession & Trade,
1001,Feminine,Feminine,3,1,1,1,q,l,External,A,Arabic-Assimilated,Underived,1-AUG,N,N,Social Relations,
1002,Feminine,Feminine,4,1,1,0,q,i,Internal,A,Native,Underived,1-AUG,N,N,Food & Drink,
1003,Feminine,Feminine,3,2,1,0,ʁ,i,No Plural,A,Native,Underived,,N,N,Emotion,
1004,Masculine,Masculine,4,1,1,1,ʃ,d,External,A,Arabic-Assimilated,Underived,5-DIM,N,N,Clothing & Adornment,
1005,Masculine,Masculine,4,0,1,1,ʃ,ʕ,External,A,Arabic-Assimilated,Underived,5-UNIT,N,N,Physical Acts & Materials,
1006,Feminine,Feminine,5,1,1,1,s,r,External,A,Arabic-Assimilated,Underived,,N,N,Physical Acts & Materials,
1007,Masculine,Masculine,5,1,1,1,t,ħ,External,A,Arabic-Assimilated,Underived,5-UNIT,N,N,Food & Drink,
1008,Feminine,Feminine,2,2,1,0,w,a,No Plural,A,Native,Underived,,N,N,Motion & Transportation,
1009,Feminine,Feminine,3,1,1,1,w,q,External,A,Arabic-Assimilated,Underived,,N,N,Language & Music,
1010,Feminine,Feminine,2,2,1,0,b,a,No Plural,A,Native,Underived,,N,N,Food & Drink,
1011,Feminine,Feminine,3,1,1,0,g,a,No Plural,A,Native,Underived,,N,N,Food & Drink,
1012,Feminine,Feminine,3,1,1,0,w,a,No Plural,A,Native,Underived,,N,Y,Animals,Female
1013,Masculine,Masculine,5,1,1,1,z,q,Internal,A,Arabic-Assimilated,Underived,5-DIM,N,N,Motion & Transportation,
1014,Masculine,Masculine,3,2,1,1,b,q,External,A,Native,Underived,5-DIM,N,N,Physical Acts & Materials,
1015,Masculine,Masculine,3,3,1,0,ʕ,i,Mixed,A,Arabic-Assimilated,Underived,5-POLY,Y,Y,Religion & Beliefs,NonSpec
1016,Masculine,Masculine,4,2,1,1,z,n,External,A,Arabic-Assimilated,Underived,5-UNIT,N,N,Agriculture & Vegetation,
1017,Feminine,Feminine,4,2,1,0,ʒ,i,Mixed,A,Native,Underived,,N,N,Food & Drink,
1018,Masculine,Masculine,5,2,1,1,s,j,External,A,Native,Underived,,N,Y,Physical World,NonSpec
1019,Masculine,Masculine,5,1,1,0,z,a,External,A,Native,Underived,,N,Y,Physical World,NonSpec
1020,Masculine,Masculine,3,1,1,1,w,ħ,External,A,Native,Underived,,N,Y,Physical World,NonSpec
1021,Feminine,Feminine,4,2,1,1,s,l,External,A,Native,Underived,1-AUG,N,Y,Physical World,NonSpec
1022,Masculine,Masculine,4,1,1,1,z,ʁ,External,A,Native,Underived,,N,Y,Physical World,NonSpec
1023,Feminine,Feminine,3,1,1,1,s,χ,External,A,Native,Underived,,N,Y,Physical World,NonSpec
1024,Masculine,Masculine,4,1,1,1,k,w,External,A,Native,Underived,,N,Y,Physical World,NonSpec
1025,Masculine,Masculine,0,0,0,0,,,Only Plural,A,Native,Action Nouns,,N,N,Body Parts & Functions,
1026,Masculine,Masculine,0,0,0,0,,,Only Plural,A,Native,Action Nouns,,N,N,Language & Music,
1027,Masculine,Masculine,0,0,0,0,,,Only Plural,A,Native,Underived,,N,N,Body Parts & Functions,
1028,Feminine,Feminine,0,0,0,0,,,Only Plural,A,Native,Underived,,N,N,Food & Drink,
1029,Feminine,Feminine,0,0,0,0,,,Only Plural,A,Native,Action Nouns,,N,N,Emotion,
1030,Feminine,Feminine,0,0,0,0,,,Only Plural,A,Native,Action Nouns,,N,N,Physical Acts & Materials,
1031,Masculine,Masculine,0,0,0,0,,,Only Plural,A,Native,Action Nouns,,N,N,Emotion,
1032,Masculine,Masculine,0,0,0,0,,,Only Plural,A,Native,Action Nouns,,N,N,Religion & Beliefs,
1033,Masculine,Masculine,0,0,0,0,,,Only Plural,A,Native,Adjective Of Origin,,N,N,Emotion,
1034,Feminine,Feminine,0,0,0,0,,,Only Plural,A,Native,Agentives,,N,N,Body Parts & Functions,
1035,Masculine,Masculine,0,0,0,0,,,Only Plural,A,Native,Underived,,N,N,Body Parts & Functions,
1036,Masculine,Masculine,0,0,0,0,,,Only Plural,A,Native,Underived,,N,N,Body Parts & Functions,
1037,Masculine,Masculine,0,0,0,0,,,Only Plural,A,Native,Underived,,N,N,Food & Drink,
1038,Masculine,Masculine,0,0,0,0,,,Only Plural,A,Native,Underived,,N,N,Food & Drink,
1039,Masculine,Masculine,0,0,0,0,,,Only Plural,A,Native,Underived,,N,N,Agriculture & Vegetation,
1040,Feminine,Feminine,0,0,0,0,,,Only Plural,A,Native,Underived,,N,N,Food & Drink,
1041,Masculine,Masculine,0,0,0,0,,,Only Plural,A,Native,Underived,,N,N,Agriculture & Vegetation,
1042,Masculine,Masculine,0,0,0,0,,,Only Plural,A,Native,Underived,,N,N,Food & Drink,
1043,Masculine,Masculine,0,0,0,0,,,Only Plural,A,Native,Underived,,N,N,Food & Drink,
1044,Masculine,Neutral,4,1,1,1,l,b,External,I,Arabic-Assimilated,Tirrugza,,N,N,Mind & Thought,
1045,Masculine,Neutral,4,2,1,0,k,i,External,I,Arabic-Assimilated,Tirrugza,,N,N,Language & Music,
1046,Feminine,Feminine,5,2,1,0,m,a,No Plural,I,Native,Tirrugza,,N,N,Law & Judgement,
1047,Feminine,Feminine,5,2,1,0,m,a,No Plural,I,Arabic-Assimilated,Tirrugza,,N,N,Language & Music,
1048,Feminine,Feminine,5,2,1,0,m,a,No Plural,I,Arabic-Assimilated,Tirrugza,,N,N,Religion & Beliefs,
1049,Feminine,Feminine,5,2,1,0,m,a,No Plural,I,Arabic-Assimilated,Tirrugza,,N,N,Social Relations,
1050,Feminine,Feminine,5,2,1,0,m,a,No Plural,I,Arabic-Assimilated,Tirrugza,,N,N,Motion & Transportation,
1051,Feminine,Feminine,5,2,1,0,n,a,No Plural,I,Native,Tirrugza,,N,N,Warfare & Hunting,
1052,Feminine,Feminine,5,2,1,0,n,a,No Plural,I,Arabic-Assimilated,Tirrugza,,N,N,Mind & Thought,
1053,Feminine,Feminine,5,2,1,0,n,a,No Plural,I,Native,Tirrugza,,N,N,Sense Perception,
1054,Feminine,Feminine,5,2,1,0,n,a,No Plural,I,Native,Tirrugza,,N,N,Physical World,
1055,Feminine,Feminine,5,2,1,0,n,a,No Plural,I,Arabic-Assimilated,Tirrugza,,N,N,Mind & Thought,
1056,Feminine,Feminine,5,2,1,0,n,a,No Plural,I,Arabic-Assimilated,Tirrugza,,N,N,Spatial Relations,
1057,Feminine,Feminine,5,2,1,0,n,a,No Plural,I,Unknown,Tirrugza,,N,N,Emotion,
1058,Feminine,Feminine,5,2,1,0,n,a,No Plural,I,Native,Tirrugza,,N,N,Sense Perception,
1059,Feminine,Feminine,5,2,1,0,d,a,No Plural,I,Native,Tirrugza,,N,N,Mankind,
1060,Feminine,Feminine,5,2,1,0,m,a,No Plural,I,Native,Tirrugza,,N,N,Mind & Thought,
1061,Feminine,Feminine,5,2,1,0,m,a,No Plural,I,Native,Tirrugza,,N,N,Time,
1062,Feminine,Feminine,5,2,1,0,m,a,No Plural,I,Native,Tirrugza,,N,N,Possession & Trade,
1063,Feminine,Feminine,4,2,1,0,ʃ,a,No Plural,I,Arabic-Assimilated,Tirrugza,,N,N,Religion & Beliefs,
1064,Feminine,Feminine,4,2,1,0,ʃ,a,No Plural,I,Arabic-Assimilated,Tirrugza,,N,N,Social Relations,
1065,Feminine,Feminine,4,2,1,0,d,a,No Plural,I,Arabic-Assimilated,Tirrugza,,N,N,Social Relations,
1066,Feminine,Feminine,4,2,1,0,m,a,No Plural,I,Native,Tirrugza,,N,N,Mind & Thought,
1067,Feminine,Feminine,4,2,1,0,m,a,No Plural,I,Native,Tirrugza,,N,N,Mind & Thought,
1068,Feminine,Feminine,4,2,1,0,m,a,No Plural,I,Native,Tirrugza,,N,N,Possession & Trade,
1069,Feminine,Feminine,4,2,1,0,m,a,No Plural,I,Native,Tirrugza,,N,N,Social Relations,
1070,Feminine,Feminine,4,2,1,0,n,a,No Plural,I,Native,Tirrugza,,N,N,Social Relations,
1071,Feminine,Feminine,4,2,1,0,r,a,No Plural,I,Native,Tirrugza,,N,N,Body Parts & Functions,
1072,Feminine,Feminine,4,2,1,0,r,a,No Plural,I,Native,Tirrugza,,N,N,Spatial Relations,
1073,Feminine,Feminine,4,2,1,0,t,a,No Plural,I,Arabic-Assimilated,Tirrugza,,N,N,Religion & Beliefs,
1074,Feminine,Feminine,4,2,1,0,w,a,No Plural,I,Native,Tirrugza,,N,N,Mind & Thought,
1075,Masculine,Masculine,3,1,1,0,m,i,No Plural,I,Native,Underived,,N,N,Food & Drink,
1076,Masculine,Masculine,2,1,1,0,s,i,No Plural,I,Native,Underived,,N,N,Body Parts & Functions,
1077,Masculine,Masculine,2,2,1,0,m,i,No Plural,I,Native,Underived,,N,N,Agriculture & Vegetation,
1078,Feminine,Feminine,3,1,1,0,n,i,Internal,I,Native,Agentives,,N,N,Body Parts & Functions,
1079,Feminine,Feminine,4,1,1,1,k,f,No Plural,I,Native,Action Nouns,,N,N,Physical Acts & Materials,
1080,Masculine,Masculine,3,1,1,1,b,s,Mixed,I,Native,Instrumental Nouns,5-DIM,N,N,Physical Acts & Materials,
1081,Masculine,Masculine,2,1,1,1,z,d,External,I,Native,Action Nouns,,N,N,Physical Acts & Materials,
1082,Masculine,Masculine,3,1,1,1,g,r,No Plural,I,Native,Action Nouns,,N,N,Spatial Relations,
1083,Masculine,Masculine,3,1,1,1,g,r,Internal,I,Native,Underived,,N,Y,Animals,NonSpec
1084,Feminine,Feminine,4,1,1,0,s,i,Internal,I,Native,Instrumental Nouns,1-AUG,N,N,Physical Acts & Materials,
1085,Feminine,Feminine,2,0,1,1,f,r,Mixed,I,Native,Underived,1-AUG,N,N,Body Parts & Functions,
1086,Masculine,Masculine,2,0,1,1,f,r,Mixed,I,Native,Underived,5-DIM,N,N,Agriculture & Vegetation,
1087,Masculine,Masculine,4,2,1,1,m,g,No Plural,I,Native,Agentives,,N,N,Sense Perception,
1088,Masculine,Masculine,4,1,1,1,z,r,Mixed,I,Native,Underived,,N,Y,Animals,Male
1089,Feminine,Feminine,3,1,1,0,m,i,No Plural,I,Native,Tifrdi,,N,N,Body Parts & Functions,
1090,Masculine,Masculine,3,1,1,1,b,r,No Plural,I,Native,Action Nouns,,N,N,Body Parts & Functions,
1091,Masculine,Masculine,2,1,1,0,k,u,Mixed,I,Native,Underived,,N,Y,Animals,NonSpec
1092,Masculine,Masculine,5,1,1,1,b,r,Mixed,I,Native,Underived,,N,Y,Animals,NonSpec
1093,Masculine,Masculine,3,0,1,1,m,d,External,I,Native,Underived,5-DIM,N,N,Language & Music,
1094,Feminine,Feminine,2,1,1,1,k,d,Mixed,I,Native,Underived,1-AUG,N,N,Agriculture & Vegetation,
1095,Masculine,Masculine,4,1,1,1,b,s,Mixed,I,Native,Instrumental Nouns,5-DIM,N,N,Clothing & Adornment,
1096,Masculine,Neutral,5,2,1,0,m,i,Mixed,I,Native,Agentives,,Y,Y,Language & Music,NonSpec
1097,Masculine,Neutral,4,2,1,0,m,i,Mixed,I,Native,Agentives,,Y,Y,Language & Music,NonSpec
1098,Masculine,Masculine,3,1,1,0,m,i,Mixed,I,Native,Underived,,N,Y,Animals,NonSpec
1099,Masculine,Masculine,3,0,1,1,ʁ,d,External,I,Native,Underived,,N,Y,Animals,NonSpec
1100,Masculine,Masculine,3,1,1,1,k,n,External,I,Native,Underived,,N,Y,Animals,NonSpec
1101,Masculine,Masculine,3,1,1,0,g,a,Mixed,I,Native,Underived,,N,N,Physical World,
1102,Feminine,Feminine,2,1,1,0,l,i,Mixed,I,Native,Instrumental Nouns,,N,N,Agriculture & Vegetation,
1103,Masculine,Masculine,3,1,1,1,z,r,Mixed,I,Native,Underived,5-DIM,N,N,Physical Acts & Materials,
1104,Feminine,Feminine,2,1,1,0,g,i,No Plural,I,Native,Action Nouns,,N,N,Clothing & Adornment,
1105,Feminine,Feminine,5,0,1,1,m,s,No Plural,I,Native,Underived,,N,N,Time,
1106,Masculine,Masculine,2,1,1,1,f,f,No Plural,I,Native,Action Nouns,,N,N,Physical Acts & Materials,
1107,Feminine,Feminine,2,1,1,0,n,i,No Plural,I,Native,Action Nouns,,N,N,Food & Drink,
1108,Masculine,Masculine,3,1,1,0,m,i,Mixed,I,Native,Underived,,N,N,Food & Drink,
1109,Masculine,Masculine,3,1,1,0,m,i,Mixed,I,Native,Underived,,N,N,Food & Drink,
1110,Masculine,Masculine,3,1,1,1,f,g,Mixed,I,Native,Underived,,N,N,Agriculture & Vegetation,
1111,Masculine,Masculine,4,1,1,1,f,g,External,I,Native,Underived,5-DIM,N,N,Clothing & Adornment,
1112,Masculine,Masculine,3,2,1,1,n,f,External,I,Native,Underived,5-DIM,N,N,Religion & Beliefs,
1113,Masculine,Masculine,3,0,1,1,s,g,Mixed,I,Native,Underived,,Y,Y,Social Relations,Male
1114,Masculine,Masculine,3,0,1,1,m,r,Mixed,I,Native,Instrumental Nouns,,N,N,Agriculture & Vegetation,
1115,Masculine,Neutral,2,1,1,0,s,i,Mixed,I,Native,Underived,,Y,Y,Mankind,NonSpec
1116,Masculine,Masculine,2,2,1,0,f,i,Mixed,I,Native,Underived,5-DIM,N,N,Physical Acts & Materials,
1117,Feminine,Feminine,2,1,1,0,g,i,No Plural,I,Native,Action Nouns,,N,N,Agriculture & Vegetation,
1118,Masculine,Neutral,3,1,1,0,m,i,Mixed,I,Native,Agentives,,Y,Y,Agriculture & Vegetation,NonSpec
1119,Feminine,Feminine,3,2,1,0,f,a,No Plural,I,Native,Underived,,N,N,Food & Drink,
1120,Feminine,Feminine,3,1,1,0,m,i,Internal,I,Native,Underived,1-AUG,N,N,Quantity & Number,
1121,Masculine,Masculine,3,1,1,0,ʃ,i,Internal,I,Native,Underived,5-DIM,N,N,Physical World,
1122,Feminine,Feminine,4,1,1,0,s,i,Internal,I,Native,Instrumental Nouns,1-AUG,N,N,Time,
1123,Masculine,Masculine,5,1,1,0,b,i,Mixed,I,Native,Underived,,N,N,Dwellings & Furniture,
1124,Masculine,Masculine,3,2,1,0,k,i,Mixed,I,Native,Underived,,N,N,Physical Acts & Materials,
1125,Masculine,Masculine,3,1,1,0,f,i,Internal,I,Native,Underived,5-DIM,N,N,Physical Acts & Materials,
1126,Masculine,Masculine,2,1,1,0,f,i,Mixed,I,Native,Underived,5-DIM,N,N,Physical World,
1127,Feminine,Feminine,3,1,1,0,m,i,No Plural,I,Native,Action Nouns,,N,N,Clothing & Adornment,
1128,Masculine,Neutral,4,1,1,1,g,z,External,I,Native,Underived,,N,Y,Animals,NonSpec
1129,Masculine,Masculine,2,1,1,0,z,i,No Plural,I,Native,Underived,,N,N,Agriculture & Vegetation,
1130,Masculine,Neutral,4,2,1,0,m,i,Mixed,I,Native,Agentives,,Y,Y,Possession & Trade,NonSpec
1131,Masculine,Masculine,2,1,1,1,f,s,Mixed,I,Native,Underived,,N,Y,Animals,NonSpec
1132,Masculine,Masculine,2,2,1,0,l,i,Mixed,I,Native,Underived,5-DIM,N,N,Body Parts & Functions,
1133,Masculine,Neutral,3,2,1,0,m,i,Mixed,I,Arabic-Assimilated,Agentives,,Y,Y,Possession & Trade,NonSpec
1134,Masculine,Masculine,2,1,1,1,r,d,No Plural,I,Native,Underived,,N,N,Clothing & Adornment,
1135,Feminine,Feminine,2,1,1,0,ʁ,i,No Plural,I,Native,Action Nouns,,N,N,Language & Music,
1136,Feminine,Feminine,3,1,1,0,f,i,No Plural,I,Native,Underived,,N,N,Quantity & Number,
1137,Masculine,Neutral,4,0,1,1,q,r,External,I,Native,Underived,,N,Y,Animals,NonSpec
1138,Masculine,Masculine,3,1,1,0,b,i,Mixed,I,Native,Underived,,N,N,Physical Acts & Materials,
1139,Masculine,Masculine,2,1,1,1,m,ʁ,Mixed,I,Native,Action Nouns,,N,N,Warfare & Hunting,
1140,Feminine,Feminine,3,1,1,0,s,i,No Plural,I,Native,Tifrdi,,N,N,Spatial Relations,
1141,Feminine,Feminine,3,1,1,0,g,i,Internal,I,Native,Underived,,N,N,Dwellings & Furniture,
1142,Feminine,Feminine,2,1,1,1,k,n,External,I,Native,Underived,1-AUG,N,N,Food & Drink,
1143,Feminine,Feminine,3,1,1,0,f,i,Internal,I,Native,Underived,1-AUG,N,N,Quantity & Number,
1144,Feminine,Feminine,3,1,1,0,m,i,No Plural,I,Native,Underived,,N,N,Animals,
1145,Masculine,Masculine,3,2,1,0,z,i,Mixed,I,Native,Underived,,N,Y,Animals,NonSpec
1146,Feminine,Feminine,2,1,1,0,g,i,No Plural,I,Native,Action Nouns,,N,N,Clothing & Adornment,
1147,Feminine,Feminine,2,1,1,0,g,i,No Plural,I,Native,Underived,,N,Y,Animals,NonSpec
1148,Masculine,Masculine,2,2,1,0,d,i,No Plural,I,Native,Underived,,N,N,Sense Perception,
1149,Masculine,Masculine,2,0,1,1,s,m,Mixed,I,Arabic-Assimilated,Underived,,N,N,Language & Music,
1150,Masculine,Masculine,3,1,1,0,m,i,Mixed,I,Native,Underived,,Y,Y,Social Relations,NonSpec
1151,Masculine,Neutral,2,2,1,0,ħ,i,Mixed,I,Native,Adjective Of Origin,,Y,Y,Social Relations,NonSpec
1152,Masculine,Neutral,3,2,1,1,g,l,External,I,Native,Underived,,Y,Y,Mankind,NonSpec
1153,Feminine,Feminine,3,1,1,0,f,i,Mixed,I,Native,Underived,,N,N,Body Parts & Functions,
1154,Masculine,Masculine,3,1,1,0,f,i,Internal,I,Native,Underived,5-DIM,N,N,Body Parts & Functions,
1155,Masculine,Masculine,2,0,1,1,χ,s,Mixed,I,Native,Underived,,N,N,Body Parts & Functions,
1156,Masculine,Masculine,3,2,1,0,b,u,Mixed,I,Native,Underived,5-DIM,N,N,Clothing & Adornment,
1157,Feminine,Feminine,3,1,1,0,f,i,No Plural,I,Native,Tifrdi,,N,N,Agriculture & Vegetation,
1158,Feminine,Feminine,3,1,1,1,d,l,Internal,I,Native,Underived,,N,N,Body Parts & Functions,
1159,Masculine,Neutral,4,1,1,1,g,n,External,I,Native,Underived,,Y,Y,Emotion,NonSpec
1160,Masculine,Masculine,2,0,1,1,l,m,Mixed,I,Native,Underived,,N,N,Body Parts & Functions,
1161,Feminine,Feminine,4,1,1,0,f,i,No Plural,I,Native,Underived,,N,N,Food & Drink,
1162,Feminine,Feminine,4,1,1,1,m,ʒ,External,I,Native,Underived,,N,N,Physical World,
1163,Masculine,Masculine,2,0,1,1,n,k,Mixed,I,Native,Underived,,N,N,Dwellings & Furniture,
1164,Masculine,Masculine,3,1,1,1,f,l,External,I,Native,Underived,5-UNIT,N,N,Food & Drink,
1165,Masculine,Masculine,2,1,1,0,f,i,No Plural,I,Native,Underived,,N,N,Agriculture & Vegetation,
1166,Masculine,Masculine,2,2,1,0,n,i,Mixed,I,Native,Action Nouns,,N,N,Spatial Relations,
1167,Masculine,Masculine,2,1,1,0,z,i,Mixed,I,Native,Underived,,N,N,Language & Music,
1168,Feminine,Feminine,2,1,1,0,f,u,Mixed,I,Native,Underived,1-AUG,N,N,Dwellings & Furniture,
1169,Masculine,Masculine,3,2,1,1,ʃ,m,External,I,Native,Underived,5-DIM,N,N,Dwellings & Furniture,
1170,Masculine,Masculine,3,0,1,1,g,z,Mixed,I,Native,Underived,5-DIM,N,N,Quantity & Number,
1171,Masculine,Masculine,3,1,1,0,g,i,Internal,I,Native,Underived,5-DIM,N,N,Dwellings & Furniture,
1172,Feminine,Feminine,3,1,1,1,m,l,External,I,Native,Underived,1-AUG,N,N,Body Parts & Functions,
1173,Masculine,Neutral,3,1,1,0,m,i,Internal,I,Native,Tifrdi,,Y,Y,Body Parts & Functions,NonSpec
1174,Masculine,Masculine,2,1,1,1,s,d,No Plural,I,Native,Action Nouns,,N,N,Emotion,
1175,Masculine,Masculine,4,0,1,1,n,d,Internal,I,Native,Underived,,N,N,Body Parts & Functions,
1176,Masculine,Masculine,3,0,1,1,ʁ,r,Mixed,I,Native,Underived,,N,N,Physical World,
1177,Feminine,Feminine,4,0,1,1,g,l,Internal,I,Native,Underived,,N,N,Body Parts & Functions,
1178,Masculine,Masculine,3,2,1,1,m,g,No Plural,I,Native,Underived,,N,N,Language & Music,
1179,Masculine,Masculine,6,0,1,1,f,r,Internal,I,Native,Underived,,N,N,Clothing & Adornment,
1180,Masculine,Masculine,3,1,1,1,b,s,Mixed,I,Arabic-Assimilated,Underived,,N,Y,Religion & Beliefs,NonSpec
1181,Masculine,Masculine,3,2,1,0,g,i,Mixed,I,Native,Underived,,N,Y,Animals,NonSpec
1182,Masculine,Neutral,4,1,1,1,ʁ,m,Mixed,I,Native,Underived,,N,Y,Animals,NonSpec
1183,Masculine,Masculine,2,2,1,0,r,i,Mixed,I,Native,Action Nouns,,N,N,Food & Drink,
1184,Masculine,Masculine,4,0,1,1,ħ,l,Internal,I,Native,Underived,5-DIM,N,N,Dwellings & Furniture,
1185,Masculine,Masculine,3,2,1,0,ʒ,i,Mixed,I,Native,Underived,,N,N,Physical World,
1186,Masculine,Masculine,3,1,1,0,d,i,No Plural,I,Native,Underived,,N,N,Physical Acts & Materials,
1187,Masculine,Masculine,4,1,1,0,f,i,Internal,I,Native,Underived,5-DIM,N,N,Physical Acts & Materials,
1188,Feminine,Feminine,3,0,1,1,m,l,Internal,I,Native,Instrumental Nouns,,N,N,Body Parts & Functions,
1189,Masculine,Masculine,3,1,1,1,g,g,External,I,Native,Underived,,N,N,Physical World,
1190,Masculine,Masculine,3,0,1,1,k,r,No Plural,I,Native,Underived,,N,N,Physical Acts & Materials,
1191,Feminine,Feminine,3,1,1,0,ʃ,i,Internal,I,Native,Underived,1-AUG,N,N,Physical World,
1192,Feminine,Feminine,3,1,1,0,n,i,Internal,I,Native,Underived,1-AUG,N,N,Physical World,
1193,Masculine,Masculine,2,2,1,0,n,i,Mixed,I,Native,Agentives,,Y,Y,Warfare & Hunting,NonSpec
1194,Masculine,Masculine,3,1,1,0,b,i,Mixed,I,Native,Underived,5-DIM,N,N,Body Parts & Functions,
1195,Masculine,Masculine,3,1,1,1,r,g,Mixed,I,Native,Underived,,N,N,Physical World,
1196,Masculine,Masculine,2,1,1,1,w,z,No Plural,I,Native,Action Nouns,,N,N,Quantity & Number,
1197,Feminine,Feminine,2,2,1,0,w,i,No Plural,I,Native,Action Nouns,,N,N,Social Relations,
1198,Masculine,Masculine,3,2,1,0,ʒ,i,Mixed,I,Native,Underived,,N,N,Physical World,
1199,Masculine,Masculine,3,1,1,1,m,l,External,I,Native,Underived,,N,N,Body Parts & Functions,
1200,Feminine,Feminine,3,1,1,0,ʁ,i,Mixed,I,Native,Action Nouns,,Y,Y,Emotion,NonSpec
1201,Masculine,Masculine,3,0,1,1,d,r,No Plural,I,Native,Agentives,,Y,Y,Mankind,NonSpec
1202,Masculine,Neutral,3,1,1,1,m,r,External,I,Native,Agentives,,Y,Y,Social Relations,NonSpec
1203,Masculine,Masculine,2,1,1,0,z,i,No Plural,I,Native,Action Nouns,,N,N,Sense Perception,
1204,Feminine,Feminine,3,1,1,1,m,l,External,I,Native,Underived,,N,N,Food & Drink,
1205,Feminine,Feminine,2,1,1,1,ʃ,ʃ,External,I,Native,Underived,,N,N,Food & Drink,
