y_analysisGender2Category,y_analysisGender3Category,analysisHasSecondaryMorphYN,analysisMutability,m_analysisPluralPattern,m_analysisRAugVowel,analysisSemanticCoreYN,analysisSingularTheme,p_analysisThemeCV,p_analysisThemeFinalSegment,p_analysisThemeInitialSegment,s_lexiconAnimateYN,lexiconGlossEnglish,lexiconGlossFrench,s_lexiconHumanYN,m_lexiconLoanwordSource,s_lexiconSemanticField,s_lexiconSexGender,recordID,m_wordDerivedCategory,wordLexBitVector,m_wordNumSemanticCategory
Masculine,Neutral,,Neutral,Mixed,A,Y,ʃfnaʒi,CCCVCV,i,ʃ,Y,Manufacturer of beignet,venduer de beignets,Y,Arabic-Assimilated,Possession & Trade,NonSpec,2396,Occupational Nouns,1111-1111,
Masculine,Neutral,,Neutral,No Plural,A,Y,sga,CCV,a,s,N,cheek,côté,N,Native,Body Parts & Functions,,2397,Underived,1100-1100,
Masculine,Neutral,,Neutral,Mixed,A,Y,sʕdi,CCCV,i,s,Y,lucky person,chanceux,Y,Arabic-Assimilated,Emotion,NonSpec,2398,Agentives,1111-1111,
Masculine,Masculine,,Fixed-Masc,Mixed,A,N,wttu,CCCV,u,w,N,plot,parcelle,N,Native,Physical World,,2399,Underived,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,χmmas,CCCVC,s,χ,Y,sharecropper,métayer,Y,Arabic-Assimilated,Agriculture & Vegetation,NonSpec,2400,Underived,1111-1111,5-POLY
Masculine,Masculine,Yes,Variable-Masc,External,A,N,χrraz,CCCVC,z,χ,Y,shoemaker,cordonnier,Y,Native,Possession & Trade,NonSpec,2401,Underived,1111-1111,5-POLY
Masculine,Neutral,,Neutral,Mixed,A,Y,ddriwʃ,CCCVCC,ʃ,d,Y,gentle or poor person,pauvre ou gentil,Y,Native,Emotion,NonSpec,2415,Underived,1111-1111,
Masculine,Masculine,,Fixed-Masc,External,A,N,drbal,CCCVC,l,d,N, used clothings,frippes,N,Native,Clothing & Adornment,,2425,Underived,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,ʃkkam,CCCVC,m,ʃ,Y,informer,délateur,Y,Native,Language & Music,NonSpec,2434,Agentives,1111-1111,5-POLY
Masculine,Neutral,,Neutral,Mixed,A,Y,lwali,CCVCV,i,l,Y,saints,saints,Y,Arabic-Assimilated,Religion & Beliefs,NonSpec,2445,Underived,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,Mixed,A,N,lbab,CCVC,b,l,N,door,porte,N,Arabic-Assimilated,Dwellings & Furniture,,2446,Underived,1111-1111,5-DIM
Masculine,Neutral,,Neutral,Mixed,A,Y,buʒadi,CVCVCV,i,b,Y,"provincial person, naive",provincial,Y,French,Social Relations,NonSpec,2458,Underived,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,lgrgaʕ,CCCCVC,ʕ,l,N,nut,noix,N,Native,Food & Drink,,2466,Underived,1100-1111,5-UNIT
Masculine,Neutral,,Neutral,Mixed,A,Y,lgrʃ,CCCC,ʃ,l,N,old silver coin; currency/jewel,pièce d'argent ancienne,N,Arabic-Assimilated,Possession & Trade,,2467,Underived,1111-1111,
Masculine,Neutral,,Neutral,Mixed,A,Y,lħaʒʒ,CCVCC,ʒ,l,Y,pilgrim,pèlerin,Y,Arabic-Assimilated,Religion & Beliefs,NonSpec,2474,Underived,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,Mixed,A,N,lħmmam,CCCCVC,m,l,N,bath,bain,N,Arabic-Assimilated,Body Parts & Functions,,2486,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Mixed,A,N,lkas,CCVC,s,l,N,cup,verre,N,Arabic-Assimilated,Food & Drink,,2498,Underived,1111-1111,5-DIM
Feminine,Feminine,,Fixed-Fem,Mixed,A,N,!llkrrusa,CCCCCVCV,a,l,N,carts,charrette,N,French,Physical Acts & Materials,,2499,Underived,0000-1111,
Masculine,Masculine,Yes,Variable-Masc,Mixed,A,N,lkʷrsi,CCCCV,i,l,N,chair,chaise,N,Arabic-Assimilated,Dwellings & Furniture,,2503,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,External,A,N,llitʃin,CCVCCVC,n,l,N,orange,orange,N,Unknown,Food & Drink,,2505,Underived,1100-1111,5-UNIT
Masculine,Neutral,,Neutral,Mixed,A,Y,lkumisir,CCVCVCVC,r,l,Y,police commissioner,commissaire de police,Y,French,Warfare & Hunting,NonSpec,2506,Underived,1111-1111,
Masculine,Neutral,,Neutral,Mixed,A,Y,lmskin,CCCCVC,n,l,Y,poor person,pauvre,Y,Arabic-Assimilated,Social Relations,NonSpec,2527,Underived,1111-1111,
Masculine,Neutral,,Neutral,Mixed,A,Y,lmufallis,CCVCVCCVC,s,l,Y,loser,perdant,Y,Arabic-Assimilated,Social Relations,NonSpec,2532,Underived,1111-1111,
Masculine,Neutral,,Neutral,Mixed,A,Y,lmuħsin,CCVCCVC,n,l,Y,beneficents,bienfaiteurs,Y,Arabic-Assimilated,Social Relations,NonSpec,2533,Underived,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,Mixed,A,N,lmuss,CCVCC,s,l,N,knife,couteau,N,Arabic-Assimilated,Food & Drink,,2536,Underived,1111-1111,5-DIM
Masculine,Neutral,,Neutral,Mixed,A,Y,lmʕlm,CCCCC,m,l,Y,professional person,maître (au sens professionnel),Y,Arabic-Assimilated,Possession & Trade,NonSpec,2538,Underived,1111-1111,
Masculine,Neutral,,Neutral,Mixed,A,Y,qhwi,CCCV,i,q,Y,coffee,café,N,Arabic-Assimilated,Food & Drink,NonSpec,2543,Agentives,1111-1111,
Masculine,Neutral,,Neutral,Mixed,A,Y,ʃibi,CVCV,i,ʃ,Y,blue sky,bleu ciel,N,Arabic-Assimilated,Physical World,NonSpec,2544,Underived,1111-1111,
Masculine,Neutral,,Neutral,Mixed,A,Y,smawi,CCVCV,i,s,Y,blue sky,bleu ciel,N,Arabic-Assimilated,Physical World,NonSpec,2545,Underived,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,Mixed,A,N,lqndil,CCCCVC,l,l,N,torch,lampe à huile,N,Arabic-Assimilated,Physical Acts & Materials,,2547,Underived,1111-1111,5-DIM
Masculine,Neutral,,Neutral,Mixed,A,Y,lqajd,CCVCC,d,l,Y,mayor,Officier de l'autorité administrative,Y,Arabic-Assimilated,Social Relations,NonSpec,2548,Underived,1111-1111,
Masculine,Neutral,,Neutral,Mixed,A,Y,qhwaʒi,CCCVCV,i,q,Y,cafe owner,cafetier,Y,Arabic-Assimilated,Possession & Trade,NonSpec,2549,Agentives,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,Mixed,A,N,lχatm,CCVCC,m,l,N,ring,bague,N,Arabic-Assimilated,Clothing & Adornment,,2583,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,External,A,N,lχuχ,CCVC,χ,l,N,peach fruit,pêche (fruit),N,Arabic-Assimilated,Food & Drink,,2591,Underived,1100-1111,5-UNIT
Masculine,Masculine,Yes,Variable-Masc,External,A,N,ʃʃfnʒ,CCCCC,ʒ,ʃ,N,beignet,beignet,N,Unknown,Food & Drink,,2614,Underived,1100-1111,5-UNIT
Feminine,Feminine,,Fixed-Fem,External,A,N,brat,CCVC,t,b,N,letter,lettre,N,Native,Language & Music,,2633,Underived,0000-1111,
Feminine,Feminine,,Fixed-Fem,No Plural,A,N,buʒʒi,CVCCV,i,b,N,crowd,foule,N,Native,Social Relations,,2634,Action Nouns,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,A,N,dggʷa,CCCV,a,d,N,evening,soir,N,Native,Time,,2635,Underived,0000-1100,
Masculine,Neutral,,Neutral,External,A,Y,kuʒʒar,CVCCVC,r,k,Y,without arm,sans bras (personne),Y,Native,Body Parts & Functions,NonSpec,2638,Underived,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,llwiz,CCCVC,z,l,N,gold pieces,louis d'or,N,French,Possession & Trade,,2640,Underived,1100-1111,5-UNIT
Feminine,Feminine,Yes,Variable-Fem,External,A,N,qbil,CCVC,l,q,N,tribe,tribu,N,Arabic-Assimilated,Social Relations,,2641,Underived,1111-1111,1-AUG
Feminine,Feminine,Yes,Variable-Fem,Internal,A,N,qqsri,CCCCV,i,q,N,large deep dish,grans plat creux,N,Native,Food & Drink,,2642,Underived,1111-1111,1-AUG
Feminine,Feminine,,Fixed-Fem,No Plural,A,N,ʁʷijji,CVCCV,i,ʁ,N,shout,cri,N,Native,Emotion,,2644,Underived,0000-1100,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,ʃddad,CCCVC,d,ʃ,N,headband,bandeau,N,Arabic-Assimilated,Clothing & Adornment,,2645,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,External,A,N,ʃʃmʕ,CCCC,ʕ,ʃ,N,candle,bougie,N,Arabic-Assimilated,Physical Acts & Materials,,2647,Underived,1100-1111,5-UNIT
Feminine,Feminine,,Fixed-Fem,External,A,N,!ssnnar,CCCCVC,r,s,N,hook,hameçon,N,Arabic-Assimilated,Physical Acts & Materials,,2648,Underived,0000-1111,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,ttffaħ,CCCCVC,ħ,t,N,apple,pomme,N,Arabic-Assimilated,Food & Drink,,2649,Underived,1100-1111,5-UNIT
Feminine,Feminine,,Fixed-Fem,No Plural,A,N,wala,CVCV,a,w,N,round,tour,N,Native,Motion & Transportation,,2650,Underived,0000-1100,
Feminine,Feminine,,Fixed-Fem,External,A,N,wriq,CCVC,q,w,N,paper,feuille,N,Arabic-Assimilated,Language & Music,,2651,Underived,0000-1111,
Feminine,Feminine,,Fixed-Fem,No Plural,A,N,baʁa,CVCV,a,b,N,tobacco,tabac,N,Native,Food & Drink,,2653,Underived,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,A,N,gʷlla,CCCV,a,g,N,mush,pâte de céréales,N,Native,Food & Drink,,2655,Underived,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,A,Y,wmma,CCCV,a,w,Y,heifer,génisse,N,Native,Animals,Female,2671,Underived,0000-1100,
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,zznniq,CCCCVC,q,z,N,street,rue,N,Arabic-Assimilated,Motion & Transportation,,2674,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,External,A,N,bariq,CVCVC,q,b,N,slap,gifle,N,Native,Physical Acts & Materials,,2675,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Mixed,A,N,ʕisawi,CVCVCV,i,ʕ,Y,"religious brotherhood, which called Aïssaoua ",membre de la confrérie des Aïssaoua,Y,Arabic-Assimilated,Religion & Beliefs,NonSpec,2677,Underived,1111-1111,5-POLY
Masculine,Masculine,Yes,Variable-Masc,External,A,N,zzitun,CCVCVC,n,z,N,olive tree,olivier,N,Arabic-Assimilated,Agriculture & Vegetation,,2681,Underived,1100-1111,5-UNIT
Feminine,Feminine,,Fixed-Fem,Mixed,A,N,ʒbbani,CCCVCV,i,ʒ,N,a bowl,bol,N,Native,Food & Drink,,2685,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,External,A,N,!skarraj,CCVCCVC,j,s,Y,buzzer fish,poisson ronfleur,N,Native,Physical World,NonSpec,2690,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,External,A,N,zllmza,CCCCCV,a,z,Y,croaker,courbine,N,Native,Physical World,NonSpec,2691,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,External,A,N,wlaħ,CCVC,ħ,w,Y,leerfish,liche,N,Native,Physical World,NonSpec,2694,Underived,1111-0000,
Feminine,Feminine,Yes,Variable-Fem,External,A,N,sargal,CVCCVC,l,s,Y,bluefish,tassergal,N,Native,Physical World,NonSpec,2695,Underived,1111-1111,1-AUG
Masculine,Masculine,,Fixed-Masc,External,A,N,zggʷaʁ,CCCVC,ʁ,z,Y,rooster fish,coq,N,Native,Physical World,NonSpec,2696,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,External,A,N,sliχ,CCVC,χ,s,Y,sole,sole,N,Native,Physical World,NonSpec,2697,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,External,A,N,knjaw,CCCVC,w,k,Y,variety of seabream,variété de sar,N,Native,Physical World,NonSpec,2701,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Only Plural,A,N,,,,,N,tears,déchirures,N,Native,Body Parts & Functions,,587,Action Nouns,0011-0000,
Masculine,Masculine,,Fixed-Masc,Only Plural,A,N,,,,,N,"drawings, illuminated manuscripts","dessins, enluminures",N,Native,Language & Music,,627,Action Nouns,0011-0000,
Masculine,Masculine,,Fixed-Masc,Only Plural,A,N,,,,,N,excrement (typically for humans and carnival animals),fiente (excréments d'une personne),N,Native,Body Parts & Functions,,990,Underived,0011-0000,
Feminine,Feminine,,Fixed-Fem,Only Plural,A,N,,,,,N,roasted seeds,graines grillées,N,Native,Food & Drink,,1115,Underived,0000-0011,
Feminine,Feminine,,Fixed-Fem,Only Plural,A,N,,,,,N,fear,peur,N,Native,Emotion,,1598,Action Nouns,0000-0011,
Feminine,Feminine,,Fixed-Fem,Only Plural,A,N,,,,,N,tweezers for removing thorns,pincettes pour ôter épines,N,Native,Physical Acts & Materials,,1619,Action Nouns,0000-0011,
Masculine,Masculine,,Fixed-Masc,Only Plural,A,N,,,,,N,"dirtiness, filth",saleté,N,Native,Emotion,,1850,Action Nouns,0011-0000,
Masculine,Masculine,,Fixed-Masc,Only Plural,A,N,,,,,N,"spells, witchcraft","sorts, actes de sorcellerie",N,Native,Religion & Beliefs,,1979,Action Nouns,0011-0000,
Masculine,Masculine,,Fixed-Masc,Only Plural,A,N,,,,,N,tribulations,tribulations,N,Native,Emotion,,2117,Adjective Of Origin,0011-0000,
Feminine,Feminine,,Fixed-Fem,Only Plural,A,N,,,,,N,"dizziness, nausea","vertige, nausée",N,Native,Body Parts & Functions,,2179,Agentives,0000-0011,
Masculine,Masculine,,Fixed-Masc,Only Plural,A,N,,,,,N,blood,sang,N,Native,Body Parts & Functions,,2220,Underived,0011-0000,
Masculine,Masculine,,Fixed-Masc,Only Plural,A,N,,,,,N,saliva,salive,N,Native,Body Parts & Functions,,2221,Underived,0011-0000,
Masculine,Masculine,,Fixed-Masc,Only Plural,A,N,,,,,N,buckwheat semolina,semoule de blé noir,N,Native,Food & Drink,,2227,Underived,0011-0000,
Masculine,Masculine,,Fixed-Masc,Only Plural,A,N,,,,,N,donuts,beignets,N,Native,Food & Drink,,2232,Underived,0011-0000,
Masculine,Masculine,,Fixed-Masc,Only Plural,A,N,,,,,N,winnowing residues,résidus du vannage,N,Native,Agriculture & Vegetation,,2239,Underived,0011-0000,
Feminine,Feminine,,Fixed-Fem,Only Plural,A,N,,,,,N,offals,abats,N,Native,Food & Drink,,2354,Underived,0000-0011,
Masculine,Masculine,,Fixed-Masc,Only Plural,A,N,,,,,N,plowshares,soc,N,Native,Agriculture & Vegetation,,2430,Underived,0011-0000,
Masculine,Masculine,,Fixed-Masc,Only Plural,A,N,,,,,N,wheat,blé,N,Native,Food & Drink,,2433,Underived,0011-0000,
Masculine,Masculine,,Fixed-Masc,Only Plural,A,N,,,,,N,couscous,couscous,N,Native,Food & Drink,,2436,Underived,0011-0000,
Masculine,Neutral,,Neutral,External,I,Y,lħsab,CCCVC,b,l,N,calculation,calcul,N,Arabic-Assimilated,Mind & Thought,,9,Tirrugza,1111-1100,
Masculine,Neutral,,Neutral,External,I,Y,ktatbi,CCVCCV,i,k,N,activity of a public writer,activité d'un écrivain public,N,Arabic-Assimilated,Language & Music,,10,Tirrugza,1111-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,!mʃʃurda,CCCVCCV,a,m,N,participation in the maintenance of the fqih,participation à l'entretien du fqih,N,Native,Law & Judgement,,11,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,!mʃʃuwra,CCCVCCV,a,m,N,consultation,concertation,N,Arabic-Assimilated,Language & Music,,12,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,!mħħudra,CCCVCCV,a,m,N,quality of a quran learner,qualité d'un apprenant du coran,N,Arabic-Assimilated,Religion & Beliefs,,13,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,!mrrujsa,CCCVCCV,a,m,N,"leadership, responsibility of a leader, quality of a leader",charge de chef,N,Arabic-Assimilated,Social Relations,,14,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,mssufra,CCCVCCV,a,m,N,journey,voyage,N,Arabic-Assimilated,Motion & Transportation,,15,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,nffulsa,CCCVCCV,a,n,N,guarding,gardienage,N,Native,Warfare & Hunting,,16,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,nllumda,CCCVCCV,a,n,N,learning,apprentissage,N,Arabic-Assimilated,Mind & Thought,,17,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,nmmuʁra,CCCVCCV,a,n,N,notability,notabilité,N,Native,Sense Perception,,18,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,nqqurfa,CCCVCCV,a,n,N,drought,sécheresse,N,Native,Physical World,,19,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,nttulfa,CCCVCCV,a,n,N,bewilderment,égarement,N,Arabic-Assimilated,Mind & Thought,,20,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,!ntturfa,CCCVCCV,a,n,N,isolation,isolement,N,Arabic-Assimilated,Spatial Relations,,21,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,!nttujfa,CCCVCCV,a,n,N,???,???,N,Unknown,Emotion,,22,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,nzzumma,CCCVCCV,a,n,N,stench,puanteur,N,Native,Sense Perception,,23,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,!dduggla,CCVCCCV,a,d,N,quality of being in a in-law relationship,relation belle-famille,N,Native,Mankind,,25,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,mmussna,CCVCCCV,a,m,N,awareness,connaissance,N,Native,Mind & Thought,,26,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,!mmuttla,CCVCCCV,a,m,N,delay,retard,N,Native,Time,,27,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,mmuzzla,CCVCCCV,a,m,N,brokerage,courtage,N,Native,Possession & Trade,,28,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,ʃʃurfa,CCVCCV,a,ʃ,N,holiness,sainteté,N,Arabic-Assimilated,Religion & Beliefs,,29,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,ʃʃurka,CCVCCV,a,ʃ,N,association,association,N,Arabic-Assimilated,Social Relations,,30,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,!dduʒra,CCVCCV,a,d,N,neighborhood,voisinage,N,Arabic-Assimilated,Social Relations,,31,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,mmuʁra,CCVCCV,a,m,N,notability,notabilité,N,Native,Mind & Thought,,32,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,mmuksa,CCVCCV,a,m,N,problematic situation,situation problématique,N,Native,Mind & Thought,,33,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,mmunja,CCVCCV,a,m,N,horse riding,équitation,N,Native,Possession & Trade,,34,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,mmuzʁa,CCVCCV,a,m,N,"Amazighity, freedom","Amazighité, liberté",N,Native,Social Relations,,35,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,nnubga,CCVCCV,a,n,N,"invitation, visit","invitation, visite",N,Native,Social Relations,,36,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,rrugza,CCVCCV,a,r,N,virility,virilité,N,Native,Body Parts & Functions,,37,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,rruksa,CCVCCV,a,r,N,blend,mélange,N,Native,Spatial Relations,,38,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,ttulba,CCVCCV,a,t,N,quality of having the duty of a taleb,charge du taleb,N,Arabic-Assimilated,Religion & Beliefs,,39,Tirrugza,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,wwurga,CCVCCV,a,w,N,dream,rêve,N,Native,Mind & Thought,,40,Tirrugza,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,I,N,mndi,CCCV,i,m,N,"grains, cereals","grains, céréales",N,Native,Food & Drink,,53,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,I,N,swi,CCV,i,s,N,animal stomach contents,contenu de l'estomac animal,N,Native,Body Parts & Functions,,59,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,I,N,miri,CVCV,i,m,N,agricultural terrace,terrasse agricole,N,Native,Agriculture & Vegetation,,69,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,Internal,I,N,nrbi,CCCV,i,n,N,given birth,accouchée,N,Native,Body Parts & Functions,,84,Agentives,0000-1111,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,krraf,CCCVC,f,k,N,Action to attach,action d'attacher,N,Native,Physical Acts & Materials,,93,Action Nouns,0000-1100,
Masculine,Masculine,Yes,Variable-Masc,Mixed,I,N,biks,CVCC,s,b,N,act of girding,ceinture,N,Native,Physical Acts & Materials,,99,Instrumental Nouns,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,External,I,N,!zid,CVC,d,z,N,"act of grinding, ground grain","action de moudre, grain moulu",N,Native,Physical Acts & Materials,,114,Action Nouns,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,I,N,giwr,CVCC,r,g,N,"act of sitting, sitting position","action de s'asseoir, station assise",N,Native,Spatial Relations,,124,Action Nouns,1100-0000,
Masculine,Masculine,,Fixed-Masc,Internal,I,N,gidr,CVCC,r,g,Y,"eagle, hawk","aigle, faucon",N,Native,Animals,NonSpec,147,Underived,1111-0000,
Feminine,Feminine,Yes,Variable-Fem,Internal,I,N,ssgni,CCCCV,i,s,N,needle,aiguille,N,Native,Physical Acts & Materials,,150,Instrumental Nouns,1111-1111,1-AUG
Feminine,Feminine,Yes,Variable-Fem,Mixed,I,N,fr,CC,r,f,N,wing,aile,N,Native,Body Parts & Functions,,159,Underived,1111-1111,1-AUG
Masculine,Masculine,Yes,Variable-Masc,Mixed,I,N,fr,CC,r,f,N,"leaf, wing",feuille,N,Native,Agriculture & Vegetation,,160,Underived,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,No Plural,I,N,!mirzig,CVCCVC,g,m,N,bitter (almond),amer (amandes),N,Native,Sense Perception,,172,Agentives,1100-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,I,Y,zimmr,CVCCC,r,z,Y,ram,bélier,N,Native,Animals,Male,275,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,mlli,CCCV,i,m,N,"whiteness, skin disease","blancheur, maladie de la peau",N,Native,Body Parts & Functions,,287,Tifrdi,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,I,N,!bidr,CVCC,r,b,N,limp,boîtement,N,Native,Body Parts & Functions,,300,Action Nouns,1100-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,kru,CCV,u,k,Y,goat,bouc,N,Native,Animals,NonSpec,307,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,!bbindr,CCVCCC,r,b,Y,cockroach,cafard,N,Native,Animals,NonSpec,352,Underived,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,External,I,N,!mʃd,CCC,d,m,N,card,carde,N,Native,Language & Music,,364,Underived,1111-1111,5-DIM
Feminine,Feminine,Yes,Variable-Fem,Mixed,I,N,!kid,CVC,d,k,N,carob tree,caroubier,N,Native,Agriculture & Vegetation,,367,Underived,1111-1111,1-AUG
Masculine,Masculine,Yes,Variable-Masc,Mixed,I,N,bikks,CVCCC,s,b,N,belt,ceinture,N,Native,Clothing & Adornment,,384,Instrumental Nouns,1111-1111,5-DIM
Masculine,Neutral,,Neutral,Mixed,I,Y,msgilli,CCCVCCV,i,m,Y,one who swears,celui qui fait jurer,Y,Native,Language & Music,NonSpec,388,Agentives,1111-1111,
Masculine,Neutral,,Neutral,Mixed,I,Y,mgilli,CCVCCV,i,m,Y,one who swears,celui qui jure,Y,Native,Language & Music,NonSpec,389,Agentives,1111-1111,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,mtʃi,CCCV,i,m,Y,weevil,charançon,N,Native,Animals,NonSpec,406,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,External,I,N,ʁʒd,CCC,d,ʁ,Y,kid (small goat),chevreau,N,Native,Animals,NonSpec,428,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,External,I,N,kzin,CCVC,n,k,Y,dog,chien,N,Native,Animals,NonSpec,431,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,gnna,CCCV,a,g,N,sky,ciel,N,Native,Physical World,,442,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,Mixed,I,N,ldi,CCV,i,l,N,plow draw collar,collier de tirage de charrue,N,Native,Agriculture & Vegetation,,467,Instrumental Nouns,0000-1111,
Masculine,Masculine,Yes,Variable-Masc,Mixed,I,N,zikr,CVCC,r,z,N,rope,corde,N,Native,Physical Acts & Materials,,505,Underived,1111-1111,5-DIM
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,gni,CCV,i,g,N,sewing,couture,N,Native,Clothing & Adornment,,533,Action Nouns,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,mdlls,CCCCC,s,m,N,twilight,crépuscule,N,Native,Time,,543,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,I,N,fif,CVC,f,f,N,screening (sifting and sorting),criblage,N,Native,Physical Acts & Materials,,549,Action Nouns,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,nwi,CCV,i,n,N,"baking, cooking",cuisson,N,Native,Food & Drink,,566,Action Nouns,0000-1100,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,mkli,CCCV,i,m,N,breakfast,déjeûner,N,Native,Food & Drink,,593,Underived,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,Mixed,I,N,mnsi,CCCV,i,m,N,dinner,dîner,N,Native,Food & Drink,,634,Underived,1111-1111,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,frig,CCVC,g,f,N,"paddock fence, hedge","enclos, haie",N,Native,Agriculture & Vegetation,,717,Underived,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,External,I,N,fggig,CCCVC,g,f,N,beam (for a loom),ensouple,N,Native,Clothing & Adornment,,734,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,External,I,N,nifif,CVCVC,f,n,N,funnel,entonnoir,N,Native,Religion & Beliefs,,738,Underived,1111-1111,5-DIM
